house_id,bedrooms,bathrooms,area,zipcode,price,frontal_image,kitchen_image,bedroom_image,bathroom_image,description,generation_time_seconds,processed_at
84,4.0,2.5,3060,91901,699999,Houses-dataset/Houses Dataset/84_frontal.jpg,Houses-dataset/Houses Dataset/84_kitchen.jpg,Houses-dataset/Houses Dataset/84_bedroom.jpg,Houses-dataset/Houses Dataset/84_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Contemporary
• Roof: Asphalt shingle, gable, clean condition
• Siding/Facade: Stucco, light beige or off-white
• Garage/Parking: 2-car attached garage, white roll-up doors
• Landscaping/Hardscaping: Manicured lawn, concrete driveway, stone veneer retaining walls, palm trees, drought-tolerant shrubs, decorative rock formations, paved walkway
• Windows: Arched windows, double-hung windows

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen
• Lighting: Recessed lighting, ceiling fan with light, track lighting in bathroom, natural light levels
• Ceilings: Standard height, tray ceiling in bedroom

KITCHEN DETAILS
• Cabinetry: Rich, medium-toned wood, raised-panel style, glossy finish
• Countertops: Granite, speckled beige and brown
• Appliances: Stainless steel refrigerator with water/ice dispenser, stainless steel gas range, stainless steel dishwasher
• Layout/Features: Kitchen island with bar seating, peninsula layout, arched window above sink, tile backsplash

BATHROOM DETAILS
• Vanity: Double sink, granite countertop, wood cabinetry
• Tub/Shower: Glass-enclosed shower stall, separate bathtub not visible
• Fixtures: Brushed nickel finish

BEDROOM & LIVING FEATURES
• Key Features: Sleigh bed, built-in closet, sliding glass doors to balcony, cat tree
• Window Treatments: Heavy drapes, sheer curtains

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-2000s renovation or construction
• Atmosphere: Spacious, luxurious, well-maintained, open concept",22.766427516937256,2025-11-29T18:23:24.135651
85,3.0,2.5,2733,91901,689000,Houses-dataset/Houses Dataset/85_frontal.jpg,Houses-dataset/Houses Dataset/85_kitchen.jpg,Houses-dataset/Houses Dataset/85_bedroom.jpg,Houses-dataset/Houses Dataset/85_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Contemporary
  • Roof: Clay tile, gable, in good condition
  • Siding/Facade: Stucco, light tan/beige color
  • Garage/Parking: Not visible in provided images
  • Landscaping/Hardscaping: Palm trees, mature trees, manicured lawn, concrete patio, pergola, concrete driveway
  • Windows: Double-hung, white frames, sliding glass doors

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Wall-to-wall carpet in bedroom, light wood laminate flooring in kitchen and dining area
  • Lighting: Recessed lighting, chandelier, ceiling fan, track lighting, abundant natural light
  • Ceilings: Standard height, smooth finish

3. KITCHEN DETAILS
  • Cabinetry: Dark wood, raised-panel style, glossy finish
  • Countertops: Granite, dark greenish-gray with speckles
  • Appliances: Stainless steel refrigerator, stainless steel oven, stainless steel dishwasher, stainless steel range hood
  • Layout/Features: Kitchen island with granite countertop, peninsula, eat-in dining area, tiled backsplash with mosaic pattern

4. BATHROOM DETAILS
  • Vanity: Single sink, granite countertop, dark wood cabinet with silver handles
  • Tub/Shower: Shower-tub combo, white bathtub, glass shower door
  • Fixtures: Chrome finish

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors to patio, built-in shelving not visible, walk-in closet not visible, fireplace not visible
  • Window Treatments: Not visible

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Modern renovation, likely 2010s
  • Atmosphere: Spacious, open concept, luxurious, well-maintained",24.231763124465942,2025-11-29T18:23:26.242421
86,3.0,2.0,1706,91901,529000,Houses-dataset/Houses Dataset/86_frontal.jpg,Houses-dataset/Houses Dataset/86_kitchen.jpg,Houses-dataset/Houses Dataset/86_bedroom.jpg,Houses-dataset/Houses Dataset/86_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Spanish Revival
  • Roof: Clay tile, gable, in excellent condition
  • Siding/Facade: Stucco, light beige or tan color
  • Garage/Parking: 2-car attached garage, white single-car garage door with arched, louvered glass panels
  • Landscaping/Hardscaping: Manicured lawn, concrete driveway, walkways, mature pine tree, low rock landscaping
  • Windows: Double-hung windows with white trim, arched window above the front door, window with louvered shutters

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Ceramic tile in kitchen, tile in bedroom, wall-to-wall carpet in living area (implied by adjacent room view)
  • Lighting: Recessed lighting in kitchen and living area, ceiling fan with lights in bedroom, chandelier in dining area (visible through kitchen opening)
  • Ceilings: Vaulted ceiling in kitchen, standard height ceilings in bedroom

3. KITCHEN DETAILS
  • Cabinetry: Light oak wood, raised-panel style, natural finish
  • Countertops: White laminate or solid surface
  • Appliances: White electric stove, white microwave, white dishwasher, white refrigerator
  • Layout/Features: L-shaped layout, eat-in dining area, backsplash with white tile

4. BATHROOM DETAILS
  • Vanity: Single sink, white countertop with beige tile border, white cabinet
  • Tub/Shower: Shower-tub combo with glass sliding door enclosure
  • Fixtures: Chrome finish fixtures

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors to balcony, built-in desk area, ceiling fan with lights, large bed with white bedding
  • Window Treatments: Sheer curtains on sliding glass doors

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-2000s renovation or original construction
  • Atmosphere: Spacious, open concept, cozy, well-maintained",26.446041107177734,2025-11-29T18:23:37.795344
87,5.0,4.5,4886,91901,1430000,Houses-dataset/Houses Dataset/87_frontal.jpg,Houses-dataset/Houses Dataset/87_kitchen.jpg,Houses-dataset/Houses Dataset/87_bedroom.jpg,Houses-dataset/Houses Dataset/87_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mediterranean Revival
• Roof: Asphalt shingle, gable roof with multiple peaks and dormer windows
• Siding/Facade: Stucco, light beige or tan color
• Garage/Parking: Not visible in provided images
• Landscaping/Hardscaping: Mature palm trees, manicured lawn, low-lying succulents and shrubs, concrete driveway, concrete walkway bordered by low retaining wall
• Windows: Double-hung windows with white plantation shutters, arched window above the front door, arched window in the bathroom

INTERIOR FINISHES & MATERIALS
• Flooring: Hardwood flooring in kitchen, wall-to-wall carpet in bedroom, ceramic tile in bathroom
• Lighting: Recessed lighting in kitchen and bathroom, ceiling fan with light fixture in bedroom, track lighting in kitchen, natural light from windows
• Ceilings: Standard height ceilings in all visible rooms

KITCHEN DETAILS
• Cabinetry: Warm-toned wood, raised-panel style, natural wood finish
• Countertops: Granite or quartz, light-colored with speckles
• Appliances: Stainless steel refrigerator, stainless steel range with oven, stainless steel microwave, stainless steel dishwasher
• Layout/Features: L-shaped layout, kitchen island (partially visible), eat-in dining area (visible through doorway), backsplash with decorative tile pattern

BATHROOM DETAILS
• Vanity: Double sink vanity, wooden cabinets, granite or quartz countertop
• Tub/Shower: Freestanding bathtub, glass-enclosed shower stall
• Fixtures: Chrome or brushed nickel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Walk-in closet with mirrored door, wooden dresser with TV on top, sliding glass doors (visible in mirror reflection), ceiling fan with light fixture
• Window Treatments: White plantation shutters on windows

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-2000s renovation or construction
• Atmosphere: Spacious, luxurious, well-maintained, warm and inviting",25.429344654083252,2025-11-29T18:23:49.918083
88,4.0,3.5,3029,91901,825000,Houses-dataset/Houses Dataset/88_frontal.jpg,Houses-dataset/Houses Dataset/88_kitchen.jpg,Houses-dataset/Houses Dataset/88_bedroom.jpg,Houses-dataset/Houses Dataset/88_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Spanish Revival
  • Roof: Clay tile, gable, in good condition
  • Siding/Facade: Stucco, light tan/beige color
  • Garage/Parking: 2-car attached garage, dark gray roll-up doors
  • Landscaping/Hardscaping: Manicured lawn, concrete driveway, stone veneer accents at garage and entry, low-lying shrubs and small plants
  • Windows: Double-hung, rectangular, with dark trim

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Wall-to-wall carpet in bedroom, hardwood in kitchen, likely hardwood or tile in living areas (not visible)
  • Lighting: Recessed lighting, pendant lights over kitchen island, ceiling fan with light in bedroom, natural light from large windows
  • Ceilings: Standard height, smooth finish

3. KITCHEN DETAILS
  • Cabinetry: Warm wood finish, raised-panel style, traditional design
  • Countertops: Granite, speckled pattern
  • Appliances: Stainless steel refrigerator, stainless steel dishwasher, stainless steel range hood
  • Layout/Features: Kitchen island with granite countertop, peninsula layout, eat-in dining area visible through pass-through, large windows overlooking mountains

4. BATHROOM DETAILS
  • Vanity: Single sink, granite countertop, wood vanity cabinet
  • Tub/Shower: Shower-tub combo with glass enclosure
  • Fixtures: Chrome finish fixtures

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors (visible from bedroom window), built-in shelving in closet, walk-in closet
  • Window Treatments: None visible, windows are clear

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-2000s new construction or renovation
  • Atmosphere: Spacious, open concept, modern, luxurious, well-lit",24.21598982810974,2025-11-29T18:23:50.856184
89,4.0,2.5,2620,91901,619000,Houses-dataset/Houses Dataset/89_frontal.jpg,Houses-dataset/Houses Dataset/89_kitchen.jpg,Houses-dataset/Houses Dataset/89_bedroom.jpg,Houses-dataset/Houses Dataset/89_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Contemporary
• Roof: Asphalt shingle, gable roof with a central dormer, and a secondary gable roof section over the garage.
• Siding/Facade: Stucco, light beige or off-white color.
• Garage/Parking: 2-car attached garage with white roll-up doors featuring small rectangular windows.
• Landscaping/Hardscaping: Sparse landscaping with dry, gravel-covered ground, a concrete driveway, and a concrete walkway leading to the front door. Mature trees are visible to the right of the house.
• Windows: Multiple windows with white frames, including a large window above the front door and a bay window on the left side of the house.

INTERIOR FINISHES & MATERIALS
• Flooring: Ceramic tile in the kitchen, hardwood flooring in the bedroom.
• Lighting: Recessed lighting in the kitchen and bedroom, ceiling fan with light fixture in the bedroom.
• Ceilings: Vaulted ceiling in the bedroom.

KITCHEN DETAILS
• Cabinetry: Light oak wood, raised-panel style, with a natural wood finish.
• Countertops: Light-colored ceramic tile.
• Appliances: White refrigerator, white electric stove, built-in microwave, and black dishwasher.
• Layout/Features: L-shaped layout, eat-in dining area visible through an arched doorway, backsplash of white ceramic tile.

BATHROOM DETAILS
• Vanity: Single sink, white ceramic countertop, wooden cabinet with raised-panel style.
• Tub/Shower: Shower-tub combo with glass enclosure and tiled walls.
• Fixtures: Chrome fixtures.

BEDROOM & LIVING FEATURES
• Key Features: Sliding glass doors leading to a balcony, built-in closet (not visible), ceiling fan with light fixture.
• Window Treatments: Heavy brown drapes on the sliding glass doors.

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-2000s construction or renovation.
• Atmosphere: Spacious, clean, and modern.",22.957356452941895,2025-11-29T18:24:01.045134
90,7.0,4.0,2929,91901,625000,Houses-dataset/Houses Dataset/90_frontal.jpg,Houses-dataset/Houses Dataset/90_kitchen.jpg,Houses-dataset/Houses Dataset/90_bedroom.jpg,Houses-dataset/Houses Dataset/90_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Asphalt shingle, gable
• Siding/Facade: Beige or light tan stucco
• Garage/Parking: 2-car attached garage with brown roll-up doors
• Landscaping/Hardscaping: Manicured lawn, concrete driveway, two small palm trees, low rock retaining wall, mature pine trees in background
• Windows: Double-hung windows, arched window above the front door

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen, hardwood flooring in bathroom
• Lighting: Recessed lighting in kitchen and bedroom, ceiling fan in bedroom, track lighting in kitchen, natural light from windows
• Ceilings: Standard height ceilings

KITCHEN DETAILS
• Cabinetry: Light oak wood, raised-panel style, natural finish
• Countertops: Light-colored laminate or solid surface
• Appliances: Stainless steel refrigerator, stainless steel electric range/stove, stainless steel dishwasher
• Layout/Features: L-shaped layout, eat-in counter area, backsplash appears to be light-colored tile or laminate

BATHROOM DETAILS
• Vanity: Single sink, dark wood vanity cabinet, marble or granite countertop, round mirror
• Tub/Shower: Glass-enclosed shower stall with tiled walls
• Fixtures: Chrome or brushed nickel finish fixtures

BEDROOM & LIVING FEATURES
• Key Features: Brick fireplace with gold-colored metal insert, wooden dresser, sliding glass doors (not visible, but implied by window size and placement), built-in shelving (not visible, but implied by dresser placement)
• Window Treatments: Sheer white curtains

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-1990s to early 2000s renovation
• Atmosphere: Spacious, cozy, lived-in, functional",21.534295558929443,2025-11-29T18:24:11.975960
91,4.0,3.5,3328,91901,1095000,Houses-dataset/Houses Dataset/91_frontal.jpg,Houses-dataset/Houses Dataset/91_kitchen.jpg,Houses-dataset/Houses Dataset/91_bedroom.jpg,Houses-dataset/Houses Dataset/91_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Spanish Revival
• Roof: Clay tile, low-pitched gable roof, in excellent condition
• Siding/Facade: Stucco, light beige or tan color
• Garage/Parking: Not visible in provided images
• Landscaping/Hardscaping: Xeriscape with mulch, low-lying succulents and shrubs, large decorative boulders, concrete and stone pavers for patio and walkways, palm trees visible in the background
• Windows: Not clearly visible, but appears to have large glass doors and windows for the covered patio area

INTERIOR FINISHES & MATERIALS
• Flooring: Ceramic tile in kitchen, hardwood flooring in bedroom
• Lighting: Recessed lighting in kitchen and bathroom, pendant lights over kitchen island, ceiling fan with light in bedroom
• Ceilings: Standard height ceilings with crown molding in bedroom

KITCHEN DETAILS
• Cabinetry: Light wood finish, raised-panel style, with glass-front upper cabinets
• Countertops: Granite, speckled gray and white
• Appliances: Stainless steel range with oven, stainless steel range hood, stainless steel refrigerator (partially visible)
• Layout/Features: Kitchen island with granite countertop, peninsula layout, eat-in dining area, tiled backsplash with decorative mural

BATHROOM DETAILS
• Vanity: Double sink vanity with wooden cabinet, granite countertop
• Tub/Shower: Freestanding soaking tub with tiled surround, glass-enclosed shower stall
• Fixtures: Chrome or brushed nickel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Large bed with white linens, dark leather ottoman, arched doorway, built-in shelving not visible, walk-in closet not visible
• Window Treatments: Wooden plantation shutters on window

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Modern renovation, likely built in the 1990s or early 2000s
• Atmosphere: Spacious, luxurious, open concept, well-maintained, serene",24.672144412994385,2025-11-29T18:24:15.870001
92,3.0,2.0,2250,91901,625000,Houses-dataset/Houses Dataset/92_frontal.jpg,Houses-dataset/Houses Dataset/92_kitchen.jpg,Houses-dataset/Houses Dataset/92_bedroom.jpg,Houses-dataset/Houses Dataset/92_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Clay tile, gable, good condition
• Siding/Facade: Stucco, light beige/tan
• Garage/Parking: 2-car attached, white roll-up doors
• Landscaping/Hardscaping: Manicured lawn, concrete driveway, palm trees, large leafy tree, decorative rock garden, potted plants, walkways
• Windows: Double-hung, white frames, some with shutters

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in bathroom, hardwood flooring not visible
• Lighting: Recessed lighting in kitchen and bathroom, ceiling fan with light in bedroom, natural light from windows
• Ceilings: Standard height, textured ceiling

KITCHEN DETAILS
• Cabinetry: Light oak wood, raised-panel style, natural finish
• Countertops: Granite, light beige with gray veining
• Appliances: Stainless steel refrigerator, stainless steel microwave, stainless steel gas range, stainless steel dishwasher
• Layout/Features: Kitchen island with granite countertop, peninsula layout, eat-in dining area, backsplash is granite

BATHROOM DETAILS
• Vanity: Single sink, granite countertop, wooden cabinets
• Tub/Shower: Not visible, likely shower-tub combo or shower only
• Fixtures: Chrome finish faucets

BEDROOM & LIVING FEATURES
• Key Features: Fireplace not visible, sliding glass doors to patio, built-in shelving not visible, walk-in closet visible
• Window Treatments: Sheer curtains with valance, sliding glass doors with curtains

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation or original construction
• Atmosphere: Spacious, cozy, well-maintained, traditional",22.86471652984619,2025-11-29T18:24:24.358868
93,3.0,2.5,2836,91901,979000,Houses-dataset/Houses Dataset/93_frontal.jpg,Houses-dataset/Houses Dataset/93_kitchen.jpg,Houses-dataset/Houses Dataset/93_bedroom.jpg,Houses-dataset/Houses Dataset/93_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Spanish Revival
  • Roof: Clay tile, multi-gabled, in good condition
  • Siding/Facade: Stucco, light beige or tan color
  • Garage/Parking: Not visible in provided images
  • Landscaping/Hardscaping: Gravel driveway, mature trees (oaks), cactus, manicured lawn area, covered front porch with columns
  • Windows: Large picture windows, some with dark frames, some with white frames, some appear to be casement or double-hung

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Hardwood flooring in kitchen, dark hardwood or laminate flooring in bedroom, tile flooring in bathroom
  • Lighting: Recessed lighting in kitchen, ceiling fan with lights in bedroom, track lighting or vanity lighting in bathroom, natural light from windows
  • Ceilings: Standard height ceilings in all visible rooms

3. KITCHEN DETAILS
  • Cabinetry: Light oak wood, raised-panel style, natural finish
  • Countertops: Ceramic tile, multi-colored pattern with beige, brown, and orange tones
  • Appliances: Stainless steel refrigerator (partially visible), stainless steel microwave, stainless steel electric stove with black glass cooktop
  • Layout/Features: L-shaped layout, double sink, small window above sink, no visible kitchen island or peninsula

4. BATHROOM DETAILS
  • Vanity: Single sink, white ceramic sink, wooden vanity cabinet, white tile backsplash
  • Tub/Shower: Glass-enclosed shower with black metal frame, no freestanding tub visible
  • Fixtures: Black metal faucet and handles, black towel bars

5. BEDROOM & LIVING FEATURES
  • Key Features: Large dark wood bed with storage drawers, ceiling fan with lights, built-in closet (not fully visible), sliding glass door (not visible in image, but implied by the view into the bathroom)
  • Window Treatments: Not visible in the bedroom image

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-2000s renovation or construction, based on the style of appliances, cabinetry, and fixtures
  • Atmosphere: Spacious, cozy, well-maintained, rustic-modern blend",29.623689889907837,2025-11-29T18:24:41.996722
94,2.0,2.5,1499,91901,539000,Houses-dataset/Houses Dataset/94_frontal.jpg,Houses-dataset/Houses Dataset/94_kitchen.jpg,Houses-dataset/Houses Dataset/94_bedroom.jpg,Houses-dataset/Houses Dataset/94_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Mid-century modern
  • Roof: Asphalt shingle, gable
  • Siding/Facade: Wood plank siding, brownish-gray color
  • Garage/Parking: 2-car attached garage, white roll-up doors with arched window panels
  • Landscaping/Hardscaping: Sparse landscaping with small potted plants along the front, gravel driveway, concrete walkway to garage, dry, brownish soil in foreground, mature trees in background
  • Windows: Single-hung windows, some with blinds, one window on the right side of the house

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Wall-to-wall carpet in bedroom, hardwood flooring in kitchen, carpet in living area (visible near kitchen)
  • Lighting: Recessed lighting in kitchen ceiling, skylight in kitchen ceiling, ceiling fan with lights in bedroom, natural light from windows
  • Ceilings: Standard height ceilings

3. KITCHEN DETAILS
  • Cabinetry: Light oak wood, raised-panel style, glossy finish
  • Countertops: White laminate or solid surface
  • Appliances: Stainless steel refrigerator, stainless steel microwave, stainless steel oven/stove, dishwasher presence
  • Layout/Features: Kitchen island with white countertop, peninsula layout, eat-in dining area at island, backsplash is white

4. BATHROOM DETAILS
  • Vanity: Single sink, white countertop, wooden cabinet
  • Tub/Shower: Shower-tub combo with white shower curtain, window above tub
  • Fixtures: Chrome fixtures

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors to balcony, built-in shelving (not visible), closet types not visible
  • Window Treatments: Vertical blinds on sliding glass doors, curtains on windows

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-century original, possibly 1960s-1970s
  • Atmosphere: Spacious, cozy, lived-in, functional",26.525298357009888,2025-11-29T18:24:42.791481
95,3.0,2.0,960,91901,65000,Houses-dataset/Houses Dataset/95_frontal.jpg,Houses-dataset/Houses Dataset/95_kitchen.jpg,Houses-dataset/Houses Dataset/95_bedroom.jpg,Houses-dataset/Houses Dataset/95_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Mobile Home / Manufactured Home
  • Roof: Asphalt shingle, gable style, appears weathered
  • Siding/Facade: Vinyl siding, off-white or cream color with beige horizontal trim
  • Garage/Parking: 1-car attached garage with a roll-up door; a silver sedan is parked inside. A concrete driveway leads to the garage.
  • Landscaping/Hardscaping: Sparse landscaping with small shrubs and a few trees in the background. A concrete sidewalk runs along the front of the property. A small outdoor patio area with a green plastic table and chairs is visible to the left of the entrance.
  • Windows: Single-hung windows with white frames; some have decorative valances or curtains.

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Hardwood-style laminate flooring in the kitchen and visible bedroom area.
  • Lighting: Recessed lighting in the kitchen ceiling; natural light from the window.
  • Ceilings: Standard height, smooth, painted white.

3. KITCHEN DETAILS
  • Cabinetry: White, raised-panel style cabinets with silver or brushed nickel handles.
  • Countertops: Dark green or teal laminate or solid surface countertop.
  • Appliances: White electric stove with black knobs, white dishwasher, white refrigerator (partially visible). No dishwasher is visible in the provided image.
  • Layout/Features: L-shaped layout with a sink under the window. A green rug is on the floor. A decorative lace curtain hangs over the window.

4. BATHROOM DETAILS
  • Vanity: Single sink with a white countertop and white cabinet. The cabinet has silver or brushed nickel handles.
  • Tub/Shower: Shower area with a clear shower curtain featuring a seashell pattern. No visible tub or shower enclosure.
  • Fixtures: White toilet, white sink, and white fixtures. The shower curtain has a seashell pattern.

5. BEDROOM & LIVING FEATURES
  • Key Features: A bed with a blue comforter and a patterned runner. A mirror is visible on the wall. A window with sheer curtains and a decorative valance.
  • Window Treatments: Sheer curtains with a decorative valance.

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-20th century original construction, possibly renovated in the 1990s or 2000s.
  • Atmosphere: Cozy, lived-in, and functional. The kitchen and bathroom show signs of personalization and care. The bedroom appears comfortable and inviting.",32.13519644737244,2025-11-29T18:24:56.918021
96,3.0,2.0,2671,91901,521500,Houses-dataset/Houses Dataset/96_frontal.jpg,Houses-dataset/Houses Dataset/96_kitchen.jpg,Houses-dataset/Houses Dataset/96_bedroom.jpg,Houses-dataset/Houses Dataset/96_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Contemporary
• Roof: Asphalt shingle, gable
• Siding/Facade: Beige stucco
• Garage/Parking: 2-car attached, single-car garage with brown roll-up door
• Landscaping/Hardscaping: Mature trees, manicured lawn, concrete driveway, concrete walkways
• Windows: Double-hung, rectangular

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen, hardwood in living area
• Lighting: Recessed lighting, track lighting, natural light levels
• Ceilings: Vaulted

KITCHEN DETAILS
• Cabinetry: Brown wood, raised-panel, glossy modern
• Countertops: Ceramic tile
• Appliances: Stainless steel refrigerator, white electric stove, dishwasher presence
• Layout/Features: Kitchen island, peninsula, eat-in dining area, backsplash style

BATHROOM DETAILS
• Vanity: Single sink, white counter, white cabinet
• Tub/Shower: Shower-tub combo, glass-enclosed shower
• Fixtures: Chrome

BEDROOM & LIVING FEATURES
• Key Features: Fireplace (brick/stone), sliding glass doors, built-in shelving, closet types
• Window Treatments: Heavy drapes, blinds, plantation shutters

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation
• Atmosphere: Open concept, spacious, cozy, luxurious",17.565687894821167,2025-11-29T18:24:59.833171
97,5.0,3.0,3747,91901,925000,Houses-dataset/Houses Dataset/97_frontal.jpg,Houses-dataset/Houses Dataset/97_kitchen.jpg,Houses-dataset/Houses Dataset/97_bedroom.jpg,Houses-dataset/Houses Dataset/97_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Spanish Revival
• Roof: Clay tile, multi-gabled, in good condition
• Siding/Facade: Stucco, light tan or beige color
• Garage/Parking: Not visible in provided images
• Landscaping/Hardscaping: Manicured lawn, low-maintenance shrubbery and flowering plants, concrete walkway leading to entrance, xeriscape elements with mulch beds
• Windows: Arched window with shutters, double-hung windows with shutters, white trim

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen
• Lighting: Recessed lighting in kitchen and bathroom, ceiling fan with light in bedroom, track lighting in kitchen, ample natural light in all rooms
• Ceilings: Standard height ceilings in all visible rooms

KITCHEN DETAILS
• Cabinetry: Rich, dark wood finish, raised-panel style, traditional design
• Countertops: Granite, speckled beige and brown pattern
• Appliances: Stainless steel refrigerator, built-in microwave, built-in oven, stainless steel dishwasher, stainless steel range
• Layout/Features: Kitchen island with bar seating, peninsula layout, eat-in dining area, decorative backsplash with tile, pendant lighting over island

BATHROOM DETAILS
• Vanity: Double sink vanity, wooden cabinets, granite countertop
• Tub/Shower: Corner soaking tub with tile surround, glass-enclosed shower stall
• Fixtures: Chrome or stainless steel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Four-poster bed with carved wooden posts, built-in dresser, sliding glass doors (not visible, but implied by window placement), large windows with shutters
• Window Treatments: White plantation shutters on windows

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-2000s construction or renovation, based on modern appliances, updated fixtures, and contemporary finishes
• Atmosphere: Spacious, elegant, traditional, cozy, well-maintained",25.56032085418701,2025-11-29T18:25:08.800443
98,3.0,2.5,1675,91901,470000,Houses-dataset/Houses Dataset/98_frontal.jpg,Houses-dataset/Houses Dataset/98_kitchen.jpg,Houses-dataset/Houses Dataset/98_bedroom.jpg,Houses-dataset/Houses Dataset/98_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Contemporary
• Roof: Clay tile, gable, in good condition
• Siding/Facade: Light gray vinyl siding, white trim accents
• Garage/Parking: 2-car attached garage with gray roll-up doors
• Landscaping/Hardscaping: Xeriscape with mulch, low-lying desert plants, palm trees, stone border, concrete driveway
• Windows: Large multi-pane windows, some with arched tops, double-hung style

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, hardwood flooring in kitchen, tile flooring in bathroom
• Lighting: Recessed lighting in kitchen, track lighting over island, natural light from windows
• Ceilings: Vaulted ceiling in bedroom, standard height in kitchen

KITCHEN DETAILS
• Cabinetry: White raised-panel cabinets, glossy finish
• Countertops: White ceramic tile
• Appliances: Stainless steel refrigerator, black electric stove, microwave, dishwasher
• Layout/Features: Kitchen island with tile countertop, peninsula layout, eat-in dining area, backsplash style not visible

BATHROOM DETAILS
• Vanity: Double sink, white countertop, distressed green and white vanity cabinet
• Tub/Shower: Shower-tub combo with white tile surround, showerhead visible
• Fixtures: Brushed nickel or brass finish faucets

BEDROOM & LIVING FEATURES
• Key Features: Sliding glass doors to balcony, built-in shelving not visible, closet not visible
• Window Treatments: Brown curtains on sliding glass door

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation
• Atmosphere: Spacious, cozy, modern, well-maintained",22.476165056228638,2025-11-29T18:25:19.748743
